Probe_ID	Gene_ID	Assay_Normalized_Signal_HB00E8F_5/25/07_12:10_PM	CV_HB00E8F_5/25/07_12:10_PM	Flags_HB00E8F_5/25/07_12:10_PM
166714	hCG1782075.4	68.03	0.04	0
166717	hCG1776318.2	2.3	2.52	1
166727	hCG16445.2	0.67	0.34	0
166732	hCG2006901	5.04	0.12	0
166736	hCG1776529.2	3.28	0.14	0
166743	hCG2040070	0.56	43.57	1
166744	hCG1775214.1	5.49	0.08	0
166747	hCG38102.3	40.14	0.11	0
166751	hCG2038309.1	0.39	2.14	1
166755	hCG1820529.2	232.55	0.02	0
166760	hCG28416.3	12.34	0.05	0
166769	hCG40010.3	5.03	0.06	0
166771	hCG2041527	56.33	0.02	0
166773	hCG15073.3	2.04	1.81	1
166777	hCG1781440.3	1	50.71	1
166780	hCG41786.3	78.27	0.03	0
166782	hCG1817337.1	0.77	0.25	0
166786	hCG1644307.1	23.63	0.04	0
166787	hCG2043058	15.14	0.04	0
166789	hCG2041455	0.42	1.98	1
166801	R26_hCT1825787.1	18.86	0.05	0
166802	hCG18251.2	45.12	0.02	0
166813	hCG15484.1	24.94	0.04	0
166823	hCG18776.2	68.63	0.02	0
166831	hCG40922.2	1.95	0.11	0
166839	hCG1771495.1	3.5	0.08	0
166840	hCG38828.4	0.74	2.58	1
166843	hCG2042762.1	114.22	0.04	0
166846	hCG1989457	94.22	0.04	0
166858	hCG1645441.3	0.78	0.57	1
166860	hCG16780.4	31.12	0.04	0
166864	hCG2041991	5.29	0.08	0
166865	hCG1811025.1	0.52	0.9	1
166876	hCG2024635	84.91	0.03	0
166879	hCG1788965.4	0.34	5.09	1
166880	hCG1775576.3	0.73	2.29	1
166885	hCG1660749.2	0.48	2.59	1
166888	hCG40023.2	0.61	5.45	1
166893	hCG2041787	6.04	0.05	0
166896	hCG27612.3	98.82	0.03	0
166903	hCG1993058	0.13	0.25	131073
166915	hCG38216.2	0.63	0.23	0
166918	hCG1811727.2	0.69	4.41	1
166920	hCG22711.3	1.92	26.15	1
166925	hCG1796203.2	0.49	41.93	1
166927	hCG23595.2	28.4	0.03	0
166928	hCG42572.3	42.31	0.03	0
166933	hCG37356.2	16.47	0.05	0
166941	hCG1811840.1	1.37	2.87	1
166946	hCG41721.3	0.81	10.27	1
166957	hCG401223.2	0.68	2.23	1
166964	hCG37489.2	14.86	0.03	0
166975	hCG41525.3	0.22	1.32	1
166982	hCG17376.2	613.31	0.02	0
166985	hCG20459.3	133.35	0.02	0
166990	hCG1641046.2	357.36	0.02	0
166994	hCG2011387	52.13	0.02	0
166999	hCG38474.2	1.8	0.37	64
167003	hCG27842.3	503.61	0.03	0
167007	hCG15477.4	1.48	0.07	0
167013	hCG2024276	254.44	0.02	0
167030	hCG38220.3	17.83	0.04	0
167033	hCG40595.3	8.77	0.04	0
167035	hCG39782.4	49.97	0.02	0
167047	hCG23053.4	0.28	5.05	1
167051	hCG1645212.1	0.46	1.12	1
167052	hCG1812107.1	4.33	0.13	0
167055	hCG34283.3	2.06	0.11	0
167062	hCG2006161	0.76	1.72	1
167066	hCG2040671	1	2.74	1
167072	hCG1644608.2	51.99	0.04	0
167073	hCG17117.3	8.54	0.06	0
167077	hCG401151.3	0.89	0.43	0
167079	hCG37690.2	0.8	0.71	0
167093	hCG40517.2	14.44	0.07	0
167095	hCG1746750.1	0.58	40.57	1
167097	hCG18569.4	0.37	3.51	1
167100	hCG23115.3	3.6	0.3	0
167105	hCG32854.3	0.41	0.39	1
167110	hCG2027260	4.11	0.13	0
167114	hCG1762872.2	0.38	1.1	1
167117	hCG1743059.3	1.47	0.27	0
167121	hCG2039700	2.28	0.2	0
167128	hCG14960.2	0.21	1.26	1
167130	hCG2040358	2.91	0.22	0
167138	hCG1641424.3	6.44	0.06	0
167147	hCG21422.3	37.84	0.04	0
167151	hCG29353.4	16.38	0.04	0
167160	hCG1642005.2	0.3	0.8	1
167166	hCG41117.3	1.42	0.17	0
167168	hCG15326.2	0.69	0.85	0
167173	hCG25676.2	249.25	0.04	0
167176	hCG2000758	303.32	0.02	0
167177	hCG2041541	0.36	0.59	0
167179	BC043273.2	0.83	1.83	1
167186	hCG1648174.2	0.49	0.38	1
167195	hCG2005946.1	0.21	1.36	1
167201	hCG1984861	17.29	0.08	0
167203	hCG21432.2	10.77	0.08	0
167208	hCG22206.2	24.63	0.04	0
167211	hCG30584.2	0.43	14.5	1
167218	hCG1812098.1	0.4	0.71	0
167219	hCG32811.3	0.48	0.8	0
167225	hCG27947.3	1.62	0.13	0
167226	hCG27730.3	0.15	1.2	1
167227	hCG19986.3	1.2	1.42	1
167233	hCG37268.3	19.51	0.05	0
167234	hCG1810772.3	0.4	1.36	1
167237	hCG14854.2	0.34	9.07	1
167244	hCG19107.3	4.65	0.1	0
167246	hCG1811919.1	0.66	1.72	1
167252	hCG1642754.3	6.9	0.38	0
167254	hCG1818446.1	0.17	0.28	131073
167258	hCG2042772	0.23	14.24	1
167266	NM_032694.1	0.4	0.7	0
167268	hCG21921.2	0.89	0.71	0
167280	hCG22891.3	6.67	0.14	0
167282	hCG2039875	2.7	1.75	1
167292	hCG19417.3	2.79	0.1	0
167294	hCG37239.2	0.58	0.82	1
167298	hCG18046.3	1.31	0.39	0
167300	hCG1998935	1.02	0.15	0
167302	hCG2040161	0.45	1.37	1
167305	hCG1986375.1	33.31	0.03	0
167308	hCG1811683.1	0.24	1.62	1
167313	hCG1812776.1	0.37	2.13	1
167316	hCG17257.3	0.47	0.85	0
167318	hCG1748742.1	0.67	0.2	0
167319	hCG1811297.2	0.66	0.88	0
167321	hCG20313.2	0.45	0.89	0
167324	hCG1645920.2	1.33	0.73	0
167329	hCG401089.3	0.57	5.49	1
167332	hCG2039853	0.45	1.43	1
167335	hCG1731493.2	3.29	0.06	0
167342	hCG38532.2	3.98	0.08	0
167343	hCG22507.4	1.18	0.19	0
167348	hCG1811420.1	0.73	185.96	1
167353	hCG39212.2	2.42	0.08	0
167358	hCG1780582.1	195.97	0.04	0
167368	hCG1781451.2	0.21	27.72	1
167369	hCG41297.3	1.2	1.72	1
167373	hCG1743714.2	2726.04	0.03	0
167375	hCG2041704	0.45	0.51	1
167377	hCG1645679.2	0.92	7.17	1
167378	hCG2041631	1.11	2.35	1
167382	AK022550.1	1.3	0.42	0
167384	hCG15616.2	10.97	0.06	0
167385	hCG42011.3	0.39	0.46	0
167389	hCG16887.2	0.72	0.33	0
167391	hCG1780875.1	0.42	1.5	1
167394	hCG2025661.1	194.66	0.04	0
167403	hCG28317.2	0.95	26.3	1
167412	hCG27481.3	186.38	0.02	0
167413	hCG1653081.2	0.19	0.38	1
167428	hCG38234.3	637.43	0.02	0
167436	hCG38167.3	23.94	0.05	0
167437	hCG29304.2	1.22	29.93	1
167438	hCG1774290.2	0.34	0.52	0
167440	hCG2036699	0.31	1.33	1
167444	hCG1755809.2	3.6	0.26	0
167451	hCG1805932.2	0.99	0.23	0
167459	hCG1783738.1	0.67	0.38	0
167460	hCG2003796	0.54	17.37	1
167463	hCG1812765.1	23.5	0.03	0
167465	hCG24833.3	27.23	0.04	0
167468	hCG22678.3	23.19	0.04	0
167469	hCG38370.3	0.69	3.63	1
167471	hCG16435.3	0.24	3.46	1
167473	hCG40935.4	9.68	0.11	0
167477	hCG2043067	0.52	2.22	1
167478	hCG2039986	1.61	0.13	64
167485	hCG2040888	0.34	2.18	1
167492	hCG22665.2	0.41	4.18	1
167495	hCG1811849.1	0.4	0.81	0
167497	hCG32512.3	1.11	0.2	0
167499	hCG20634.3	0.59	2.87	1
167505	hCG2013367	4.71	18.85	1
167507	hCG41751.2	4.85	0.14	0
167511	hCG27180.1	210.72	0.03	0
167512	hCG1641782.1	28.93	0.04	0
167523	hCG1820801.2	1.91	0.52	0
167525	hCG20962.3	0.51	1.12	1
167526	hCG2042875	1.11	1.58	1
167529	hCG20519.3	1.96	0.23	0
167535	hCG2040865	0.37	8.77	1
167536	hCG1645384.4	0.17	1.74	1
167538	hCG1792854.2	19.27	0.04	0
167549	hCG15807.2	2.42	0.39	0
167552	hCG1640359.3	0.52	1.39	1
167559	hCG16244.2	0.24	1.86	1
167565	hCG2041859	0.28	4.44	1
167566	hCG15778.4	7.04	0.07	0
167569	hCG1791139.1	0.44	0.43	0
167571	hCG21419.3	0.53	0.69	0
167575	hCG27433.2	1.23	0.3	0
167576	hCG1775770.2	0.74	13.06	1
167585	hCG1643753.3	0.86	0.88	0
167600	hCG17587.3	1.62	1.19	1
167604	hCG23187.3	1434.84	0.03	0
167605	hCG2041560	0.91	0.46	0
167606	hCG1774337.3	5.15	0.1	0
167608	hCG32860.3	15.3	0.04	0
167617	hCG1817271.1	1.49	3.33	1
167621	hCG1640018.3	105.68	0.03	0
167622	hCG1650756.3	48	0.03	0
167627	hCG40129.2	18.53	0.04	0
167635	hCG31245.3	0.59	0.71	0
167637	hCG2017627	0.91	0.17	0
167643	hCG14959.4	2.39	0.15	0
167649	hCG2042929	0.21	0.7	1
167654	hCG25112.4	45.7	0.03	0
167659	hCG1640206.2	0.44	1.46	1
167664	hCG22360.2	13.95	0.04	0
167665	hCG2040565	629.12	0.02	0
167667	hCG37970.3	0.35	0.7	0
167669	hCG20883.3	0.74	0.26	0
167671	hCG2016736	73.53	0.02	0
167679	hCG21048.3	0.16	1.4	1
167687	hCG2042824	345.75	0.02	0
167690	hCG22597.3	0.3	8.3	1
167693	hCG1982215.1	0.4	5.58	1
167695	hCG28135.2	1.57	0.26	0
167701	hCG18550.3	52.37	0.1	0
167707	hCG28359.2	0.53	1.65	1
167716	hCG401179.3	5.5	0.04	0
167721	hCG1810912.1	0.5	0.53	1
167726	hCG1642121.3	9.13	0.23	0
167728	hCG15200.2	69.46	0.04	0
167731	hCG2043008	0.54	2.37	1
167735	hCG1998090.1	0.91	0.2	0
167738	hCG37175.3	21.01	0.05	0
167741	hCG1777549.2	1.37	0.29	0
167743	hCG38052.2	15.48	0.08	0
167744	hCG2036815	2.57	0.93	0
167755	hCG39743.3	279.97	0.04	0
167759	hCG22403.4	11.99	0.05	0
167763	hCG2042555	0.5	0.42	0
167768	hCG16876.3	0.51	0.71	0
167773	hCG19691.3	16.3	0.02	0
167786	hCG2036915	12.94	0.39	0
167791	hCG2040277.1	0.75	3.47	1
167799	NM_001630.1	0.67	5.54	1
167802	hCG2020969	0.29	0.44	0
167807	hCG41610.3	0.2	1.05	1
167811	hCG19266.2	7.09	0.08	0
167812	hCG32864.5	0.7	0.34	0
167820	hCG32171.3	8.37	0.07	0
167836	hCG2003809	585.49	0.04	0
167847	hCG15629.3	14.31	0.02	0
167851	hCG1802402.3	0.51	2.78	1
167857	hCG2041488	0.42	5.66	1
167858	NM_020420.1	0.68	0.21	0
167859	hCG23316.4	0.68	2.95	1
167861	hCG2036619.1	3.36	0.14	0
167862	hCG1811872.1	35.8	0.03	0
167863	hCG1748689.3	0.77	3.16	1
167868	hCG18997.3	30.68	0.02	0
167875	hCG27642.2	0.77	2	1
167885	hCG1642366.1	2.62	0.2	0
167891	hCG15927.3	4.37	0.12	0
167899	hCG39765.3	21.98	0.02	0
167907	hCG23295.3	0.55	1.15	1
167908	hCG2024613	1.18	10.16	1
167910	hCG27270.4	3.07	0.65	0
167920	hCG2006901	0.17	0.89	0
167946	hCG28202.1	0.57	0.84	0
167947	hCG22357.3	4.18	0.14	0
167948	hCG2016229.1	5.04	0.21	0
167953	hCG20462.3	0.64	0.69	0
167958	hCG27154.2	1.72	0.26	0
167968	hCG1811870.1	0.26	1.7	1
167977	hCG23124.4	0.79	0.5	0
167986	hCG24788.3	13.45	0.05	0
167987	hCG28119.2	38.46	0.02	0
167993	hCG2042118	2.58	0.32	0
167996	hCG1984148	0.98	0.58	0
167997	hCG1994295	17.51	0.07	0
167999	hCG1645125.2	0.93	0.41	0
168001	hCG1820839.1	36.74	0.04	0
168002	hCG17660.5	351.53	0.02	0
168006	hCG91976.3	0.53	2.42	1
168020	hCG1733452.2	0.51	1.08	1
168022	hCG1812759.1	6.84	0.04	0
168024	hCG43233.4	68.64	0.03	0
168026	hCG1789274.2	0.27	0.53	0
168030	hCG37326.3	0.67	3.2	1
168032	hCG17284.2	0.42	27.5	1
168033	hCG1746506.2	9.77	0.04	0
168042	hCG1774522.2	0.16	6.59	1
168047	hCG1640273.3	0.39	6.57	1
168048	hCG24717.3	0.53	0.25	0
168061	hCG1994767	9.27	0.09	0
168063	hCG33085.3	5.33	0.09	0
168068	hCG37040.3	63.83	0.03	0
168075	hCG40913.4	12.33	0.04	0
168077	hCG42015.3	0.71	0.24	0
168081	hCG1982192	0.94	0.18	0
168085	hCG2001460.1	3.3	0.13	0
168086	hCG1998219.1	117.02	0.04	0
168087	hCG1820412.1	0.35	1	0
168091	hCG30021.2	1.1	0.36	0
168093	hCG1788751.2	22.73	0.02	0
168099	hCG37971.2	1.84	0.88	0
168102	hCG23453.3	2.38	1.21	1
168105	hCG2041492	0.5	1.04	1
168106	hCG1817356.1	0.21	0.43	1
168108	hCG1774353.2	0.53	0.85	0
168110	hCG22191.1	0.45	1.79	1
168118	hCG2041555	0.67	5.55	1
168124	hCG2040660	0.37	0.92	0
168127	hCG31046.3	0.38	4.39	1
168129	hCG29659.3	16.86	0.05	0
168130	hCG1775523.2	0.12	0.37	1
168144	hCG38396.2	39.53	0.03	0
168147	hCG2040739	0.4	2.81	1
168148	hCG2023664.1	24.23	0.04	0
168153	hCG40099.2	0.52	2.57	1
168160	hCG29569.3	14.07	0.05	0
168162	hCG1985170	0.72	15.4	1
168169	hCG28260.2	23.72	0.08	0
168173	hCG20864.4	0.5	0.47	0
168176	hCG15492.4	1.8	0.11	0
168184	hCG1991579.1	12.58	0.1	0
168192	hCG201183.2	101.75	0.02	0
168194	hCG1789555.3	0.5	1.2	1
168195	hCG31882.3	0.49	0.65	0
168202	hCG15279.3	0.47	2.98	1
168207	hCG39495.5	0.54	20.6	1
168208	hCG1810890.1	20.59	0.05	0
168210	hCG16399.3	21.14	0.03	0
168213	hCG1791131.3	5.92	0.18	0
168215	hCG1780154.3	6.25	0.09	0
168224	hCG2032836	3.14	0.59	0
168229	hCG28758.3	0.39	0.96	0
168230	hCG23539.3	2.64	1.23	1
168244	hCG21203.2	0.37	7.02	1
168268	hCG37736.3	28.85	0.02	0
168270	hCG1744908.1	4.97	0.39	0
168271	hCG1812180.1	0.27	1.09	1
168272	hCG1997894.1	124.08	0.05	0
168289	hCG33891.3	2.35	0.67	0
168292	hCG36797.4	0.65	0.81	0
168311	hCG1646300.4	0.3	6.67	1
168312	hCG40197.3	1.4	257.58	1
168329	hCG2041535	0.28	0.86	1
168350	hCG1811794.1	23.48	0.23	0
168356	NM_013412.1	30.21	0.04	0
168361	hCG25505.3	0.29	1.07	1
168370	hCG1811564.1	1.43	0.16	0
168375	hCG31138.2	0.84	0.56	0
168383	hCG40184.2	0.65	0.24	0
168384	hCG14778.2	18.14	0.03	0
168386	hCG27616.2	0.23	0.99	1
168389	hCG1758791.2	0.47	1.74	1
168393	hCG20278.3	1.15	0.35	0
168402	hCG18450.3	68.16	0.04	0
168407	hCG37045.3	0.29	0.74	0
168412	hCG2036553	1.48	0.46	0
168414	hCG43699.3	0.11	0.84	1
168425	hCG1811264.3	0.71	0.8	0
168426	hCG1646541.2	0.35	1.53	1
168429	hCG19790.3	0.45	6.06	1
168434	hCG1645098.3	0.34	35.53	1
168436	hCG1980739	0.91	0.43	0
168440	hCG1981838	4.55	0.1	0
168447	hCG1643319.3	8.58	0.08	0
168448	hCG40495.3	0.48	2.57	1
168452	hCG1644000.4	0.16	2.52	1
168454	hCG25008.3	0.4	0.63	1
168470	hCG96060.2	2.64	0.09	0
168472	hCG1642187.3	0.23	0.5	0
168473	hCG16969.3	2.05	0.14	0
168478	hCG42251.3	61.26	0.02	0
168479	hCG1640578.4	80.65	0.02	0
168491	hCG2015781.1	174.47	0.04	0
168498	hCG23521.3	2.2	0.11	0
168505	hCG19609.3	22.24	0.04	0
168523	hCG1743190.1	330.77	0.02	0
168528	hCG1811119.1	38.29	0.06	0
168530	hCG2041612	0.39	0.58	0
168534	hCG41846.3	1.36	0.15	0
168543	hCG1645126.3	0.35	3.48	1
168544	hCG1754366.2	0.16	0.79	1
168546	hCG2031234	31.55	0.03	0
168561	hCG38793.3	1.14	0.65	0
168564	hCG1774907.2	3.42	0.14	0
168565	hCG95823.3	0.9	0.24	0
168570	hCG1811728.1	1.58	0.14	0
168572	hCG27834.3	0.9	0.21	0
168574	hCG1807558.1	1.03	0.43	0
168582	hCG1640168.4	0.97	1.6	1
168584	hCG1989222.1	0.68	3.69	1
168588	hCG1818570.2	90.5	0.03	0
168589	hCG1778622.3	26.1	0.02	0
168596	hCG20620.3	0.99	0.29	0
168607	hCG1810817.3	3.58	2.05	1
168609	hCG1983051	21.15	0.12	0
168619	hCG17241.3	2.26	0.16	0
168621	hCG1818594.2	0.28	1.19	1
168626	hCG1820432.1	0.46	0.3	0
168631	hCG1792827.1	12.55	0.13	0
168643	hCG28774.2	0.18	1.23	1
168667	hCG17647.3	0.54	0.6	0
168681	hCG27556.3	1.19	0.32	0
168682	hCG1735560.1	1.56	0.27	0
168683	hCG2039472	0.38	0.85	0
168694	hCG28269.4	0.53	8.86	1
168696	hCG28320.2	25.71	0.04	0
168706	hCG17192.2	1.25	0.17	0
168708	hCG22419.3	12.28	0.04	0
168709	hCG27772.3	14.9	0.03	0
168712	R26_hCT1963832	0.54	1.43	1
168716	hCG1996340	0.44	0.42	0
168717	hCG41152.3	0.38	1.17	1
168721	hCG1645935.3	0.58	0.8	0
168722	hCG15901.3	1.01	0.48	0
168724	hCG37599.2	17.28	0.03	0
168727	hCG31430.2	10.92	0.06	0
168728	R26_hCT1812246.1	0.33	1.75	1
168731	hCG1810866.1	4.3	0.29	0
168734	hCG2042053	0.39	0.85	1
168735	hCG1782497.1	0.45	3.23	1
168740	hCG2017255	0.23	0.68	0
168741	hCG16787.3	0.67	3.25	1
168742	hCG2041213	0.41	1.39	1
168744	hCG40416.2	10.41	0.05	0
168751	hCG2026688	8.73	0.16	0
168754	hCG2020467	24.19	0.03	0
168764	hCG2005517	1.29	4.7	1
168773	hCG23355.4	24.22	0.02	0
168774	hCG2000711.1	1.56	0.39	0
168775	hCG28214.4	10.58	0.08	0
168787	hCG1643650.3	1.36	0.27	0
168788	hCG22441.3	0.35	4.94	1
168789	hCG16638.2	17.52	0.03	0
168794	hCG1775993.3	0.18	1.03	1
168798	hCG32922.3	0.43	1.14	1
168804	hCG1985539.1	1.79	0.25	0
168805	hCG2041189	2	0.07	0
168806	hCG1643171.4	0.67	0.21	0
168813	hCG32741.4	8.63	0.06	0
168814	hCG2041879	0.45	0.62	0
168815	hCG31247.3	0.55	15.19	1
168819	hCG39182.4	197.93	0.02	0
168822	hCG38911.3	0.58	0.78	0
168826	hCG40863.3	0.63	1.06	1
168829	hCG1994610	0.37	2.76	1
168835	hCG1797565.2	0.61	4.68	1
168840	hCG39037.3	1.97	0.56	0
168842	hCG29843.3	419.38	0.03	0
168843	hCG1645078.2	1	0.22	64
168845	hCG19918.2	2.25	0.26	0
168859	hCG22188.3	4.99	0.04	0
168861	hCG28833.2	145.79	0.04	0
168863	hCG17408.3	1.26	0.4	0
168871	hCG1812769.1	0.45	1.76	1
168872	hCG37652.3	0.2	1.36	1
168879	hCG19293.3	18.5	0.07	0
168882	hCG42240.3	0.62	0.52	0
168890	hCG1649993.3	0.77	0.52	0
168900	hCG2041558	0.4	1.98	1
168904	hCG1994583.1	8.99	0.06	0
168908	hCG15136.3	1.21	0.12	0
168914	hCG1774305.1	3.87	0.09	0
168915	hCG96138.4	222.97	0.04	0
168924	hCG2028382	0.79	0.54	0
168925	hCG2042985	0.68	1.61	1
168946	hCG32912.3	2.25	0.15	0
168948	hCG27571.3	0.42	4.01	1
168951	hCG41825.3	6.31	8.88	1
168952	hCG1642286.2	4.01	0.08	0
168964	AX747211.1	5.42	2.94	1
168970	hCG15565.3	1.08	0.35	0
169001	hCG15883.2	1.16	2.25	1
169003	hCG15495.3	1.23	0.3	0
169023	hCG2041907	1.15	10.26	1
169039	hCG26981.3	0.22	0.66	1
169040	hCG2040078	0.77	0.17	0
169041	hCG2020517	39.41	0.03	0
169042	hCG2040636	11.95	0.07	0
169049	hCG15874.2	2.42	0.16	0
169051	hCG2004741	0.49	0.37	0
169064	hCG2009551	16.65	0.03	0
169068	hCG39526.4	98.16	0.02	0
169075	hCG20394.3	1.72	0.27	0
169078	hCG39684.3	0.53	9.46	1
169082	hCG1642411.3	25.04	0.04	0
169086	hCG26632.2	3.97	0.07	0
169095	hCG29970.2	0.3	0.98	1
169105	hCG1804276.2	0.8	0.17	0
169106	hCG41455.5	0.58	0.35	0
169116	hCG22932.3	0.79	0.4	0
169119	hCG27799.3	19.14	0.04	0
169123	hCG1996371.1	2.57	0.17	0
169125	hCG2036975	3.26	0.11	0
169128	hCG1739155.1	1.07	2.13	1
169133	hCG401133.2	1.16	4.74	1
169136	hCG1776376.2	0.35	0.83	0
169139	hCG2040113	1.21	1.7	1
169155	hCG33516.2	0.57	1.03	1
169158	hCG40874.3	0.93	1.13	1
169168	hCG27763.3	0.5	0.84	0
169171	hCG1817741.1	5.74	0.13	0
169176	hCG2039657.1	0.95	4.28	1
169179	hCG1814183.2	0.9	1.09	1
169180	hCG17055.2	3.22	0.13	0
169183	hCG2031476	21.23	0.2	0
169184	hCG32760.3	0.3	1.83	1
169185	hCG19797.2	0.34	0.89	1
169187	hCG1781802.1	12.22	0.07	0
169189	hCG2040036	0.26	0.44	1
169191	hCG1746041.3	7.67	0.06	0
169202	hCG1818806.2	1.52	0.12	0
169205	hCG2013107.1	0.53	0.82	0
169211	hCG2043063	1.61	0.32	0
169212	hCG31804.2	6.4	0.07	0
169215	hCG1643033.2	0.37	0.7	0
169221	hCG17394.3	279.74	0.02	0
169226	hCG14609.3	2.3	3.23	1
169230	hCG41700.3	28.54	0.02	0
169234	hCG2039469	78.73	0.04	0
169240	hCG2041308	718.82	0.03	0
169243	hCG20986.3	27.17	0.02	0
169245	hCG37112.2	0.29	1.74	1
169248	hCG24835.3	0.71	0.83	0
169257	hCG1645492.1	0.1	0.66	1
169261	hCG32552.3	6.25	0.08	0
169275	hCG2042317	0.42	1.24	1
169278	hCG15165.2	133.84	0.02	0
169279	hCG21579.2	0.43	115.48	1
169282	hCG20043.3	40.2	0.03	0
169287	hCG1811296.1	9.71	0.45	0
169289	hCG2021977.1	33.59	0.04	0
169292	hCG18728.1	8.37	0.1	0
169298	hCG20154.3	1.07	0.9	0
169301	hCG37562.3	4	0.09	0
169302	hCG21754.3	1.57	0.6	0
169305	hCG2040375	4.66	1.96	1
169311	hCG40955.3	0.3	1.62	1
169312	hCG1818204.1	0.41	2.19	1
169314	hCG20167.2	192.83	0.02	0
169324	hCG14641.2	0.28	5.29	1
169331	hCG1647642.2	0.24	4.7	1
169334	hCG2041785	0.17	1.43	1
169344	hCG2041982	2.08	5.6	1
169345	hCG18301.2	0.88	0.16	0
169349	hCG1645011.2	0.27	1.35	1
169352	hCG31276.2	570.53	0.04	0
169363	hCG39148.1	86.69	0.05	0
169367	hCG1777401.2	17.58	0.05	0
169378	hCG38440.3	0.92	7.46	1
169382	hCG1735028.2	0.24	2.15	1
169383	hCG18164.3	1.88	0.18	0
169385	hCG19013.3	37.2	0.03	0
169392	hCG27083.3	32.5	0.04	0
169395	hCG15077.2	5.67	0.07	0
169402	hCG42510.2	0.45	2.01	1
169409	hCG2041802	0.43	3.13	1
169413	hCG1644755.2	2.3	0.14	0
169414	hCG18956.2	1.12	3.37	1
169421	hCG1775775.1	0.47	1.23	1
169428	hCG2040675	1.25	3.36	1
169429	hCG2003870	22.06	0.1	0
169431	hCG2041203	3.97	0.14	0
169440	hCG1810864.1	102.2	0.02	0
169453	hCG1776010.2	0.85	0.69	1
169455	hCG28148.5	35.17	0.3	0
169462	hCG25099.3	4.66	0.04	0
169468	hCG1993567.1	0.85	3.03	1
169469	hCG27942.3	13.98	0.05	0
169472	hCG15756.2	1.3	4.71	1
169473	hCG1770705.2	0.41	0.32	0
169476	hCG22348.2	112.97	0.03	0
169477	hCG23805.3	113.1	0.02	0
169478	hCG1644282.3	0.63	0.5	0
169493	hCG1641666.1	355.54	0.02	0
169496	hCG27529.2	0.83	2.55	1
169499	hCG17719.3	2.09	0.21	0
169512	hCG2039833	1.38	0.19	0
169514	hCG2040657	2.49	0.24	0
169515	hCG1770668.2	1.45	0.3	0
169525	hCG38329.2	101.52	0.02	0
169526	hCG34446.2	7.27	0.04	0
169529	hCG27828.3	23.45	0.03	0
169538	hCG1729648.1	0.24	41.68	1
169540	hCG2043112	0.56	2.9	1
169560	hCG1787353.1	13.68	0.08	0
169562	hCG28477.2	1.52	0.1	0
169563	hCG1984129	0.68	2.87	1
169567	hCG17179.3	0.46	4.12	1
169568	hCG2039722	0.36	47.33	1
169571	hCG37790.3	9.69	0.02	0
169575	hCG19640.3	1.62	0.15	0
169587	hCG20481.2	0.36	0.36	0
169590	hCG17869.4	0.43	12.79	1
169595	hCG2001453.1	2.63	0.11	0
169601	hCG39705.3	7.54	0.04	0
169607	hCG15302.3	170.73	0.02	0
169608	hCG1999513.1	2.94	0.16	0
169614	hCG27963.3	9.83	0.1	0
169615	hCG1800354.2	0.71	8.45	1
169616	hCG37712.3	0.31	0.44	0
169620	hCG1774591.1	148.69	0.04	0
169621	hCG17843.2	75.99	0.04	0
169622	hCG1986053	0.54	0.48	0
169629	hCG30581.2	1.13	0.47	0
169639	hCG16501.4	51.71	0.02	0
169642	hCG1641721.4	0.44	3.18	1
169646	hCG40976.3	21.24	0.04	0
169647	hCG1736622.3	0.73	1.72	1
169650	hCG29511.3	0.74	1.74	1
169657	NM_018114.3	5.41	0.12	0
169663	hCG1644204.3	0.33	8.86	1
169668	hCG2041398	3.95	0.08	0
169670	hCG1809994.1	0.65	0.64	0
169674	hCG2016445	8.14	0.07	0
169676	hCG18679.3	21.59	0.06	0
169678	hCG1657343.3	0.74	0.59	0
169679	hCG1784603.1	0.44	2.49	1
169680	hCG37638.2	0.72	5.58	1
169689	hCG41530.3	0.6	2.36	1
169704	hCG2042991	0.47	4.04	1
169707	hCG20578.3	3.19	0.19	0
169714	BC027954.1	0.49	1.14	1
169718	hCG43696.3	135.68	0.04	0
169723	hCG17288.4	23.9	0.04	0
169728	hCG41205.3	0.78	0.34	0
169730	hCG40827.3	0.5	0.45	0
169750	hCG40737.3	10.63	0.07	0
169754	hCG1644267.3	17.15	0.05	0
169760	hCG1992959.1	3.16	0.19	0
169761	hCG23241.3	1.04	8.83	1
169770	hCG1685876.1	0.45	5.86	1
169776	hCG14944.2	1.13	1.06	1
169779	hCG1647004.3	10.1	0.05	0
169781	hCG25303.2	16.68	0.05	0
169783	hCG1645136.2	0.42	1.06	1
169787	hCG1731838.1	1.38	10.44	1
169792	hCG1730077.4	1.74	0.27	0
169799	hCG1817973.1	0.33	1.25	1
169807	hCG38934.3	178.52	0.04	0
169809	hCG1779111.2	0.35	0.8	0
169815	hCG1811123.3	5.25	0.13	0
169828	hCG401186.2	1.28	0.33	0
169837	hCG15938.2	16.87	0.06	0
169842	hCG31136.4	5.09	0.11	0
169845	hCG32499.3	37.28	0.04	0
169848	hCG1810778.1	9.27	0.03	0
169853	hCG16686.3	2.88	0.36	0
169857	hCG1641642.1	53.23	0.02	0
169864	hCG1645262.3	0.56	0.89	1
169872	hCG96398.3	343.23	0.03	0
169875	hCG1992389	251.35	0.04	0
169877	hCG1644527.4	1.16	0.18	0
169878	hCG23574.3	0.36	1.37	1
169880	hCG2033663	0.72	0.56	0
169884	hCG2003627.1	3.16	0.09	0
169895	hCG2005066	1.23	0.44	0
