Probe_ID	Gene_ID	Assay_Normalized_Signal_HB00E8F_5/25/07_12:10_PM	CV_HB00E8F_5/25/07_12:10_PM	Flags_HB00E8F_5/25/07_12:10_PM
163690	hCG1645578.3	0.21	0.85	0
163691	hCG1784551.1	0.7	2.65	1
163698	hCG32710.4	1.32	0.11	0
163700	hCG1647772.3	1.46	0.27	0
163702	hCG96511.2	0.41	1.94	1
163709	hCG31428.1	0.72	0.66	0
163714	hCG1996663.1	1.33	0.33	0
163715	hCG1770448.2	1.6	0.34	0
163725	hCG42245.3	15	0.17	0
163728	hCG28802.3	102.2	0.02	0
163732	hCG22082.3	7.34	0.12	0
163733	hCG1811012.1	1.51	0.42	0
163734	hCG2041421	0.6	2.38	1
163740	BC039457.1	59.13	0.03	0
163741	hCG27764.3	0.84	9.96	1
163744	hCG15204.4	0.52	0.29	0
163752	hCG2040465	0.95	0.96	1
163754	hCG1811641.2	1.41	0.36	0
163758	hCG2033776.1	15.3	0.04	0
163775	hCG1659900.2	1.57	0.4	0
163777	hCG2042109	0.65	0.66	0
163795	hCG1746232.2	1.58	0.16	0
163797	hCG1748243.2	3.33	0.14	0
163800	hCG2043018	1.59	0.56	0
163804	hCG41620.3	0.29	1.88	1
163807	hCG1644523.3	1.44	0.15	0
163808	hCG17422.3	4.04	0.11	0
163821	hCG23791.3	0.89	1.93	1
163822	hCG15669.4	0.49	0.35	0
163826	hCG1785359.2	1.04	0.15	0
163829	hCG1647580.2	0.58	1.43	1
163839	hCG1644511.2	155.6	0.03	0
163840	hCG2042117.1	425.58	0.02	0
163842	hCG42393.3	0.15	0.48	1
163843	hCG2043335	3.57	0.16	0
163849	hCG2043000	3.37	0.12	0
163850	hCG22547.3	41.89	0.08	0
163851	hCG1642062.1	93.31	0.03	0
163852	hCG92381.3	0.48	1.71	1
163855	hCG2036938	1.47	1.26	1
163856	hCG1812133.2	0.46	0.97	0
163861	hCG33115.3	0.84	0.5	0
163865	hCG1644594.3	3.34	0.18	0
163877	hCG16630.2	11.08	0.08	0
163884	hCG27870.2	30.01	0.05	0
163892	hCG2019698	6.63	0.1	64
163893	hCG29722.4	4.4	0.37	0
163898	hCG2041581	0.42	10.39	1
163899	hCG2039419	1.5	0.34	0
163914	hCG2002560.1	14.39	0.07	0
163917	hCG41341.2	8.19	0.09	0
163920	hCG2011540	22.11	0.03	0
163930	hCG1790802.3	1.09	0.29	0
163936	hCG41021.3	3.54	3.48	1
163939	hCG33198.3	206.83	0.03	0
163943	hCG2041720	6.58	2.31	1
163944	hCG43353.3	500.97	0.02	0
163952	hCG2040588	4.84	0.43	0
163955	hCG1784107.2	14.54	0.04	0
163956	hCG2041566	0.2	2.41	1
163961	hCG1985160	0.48	0.47	0
163964	hCG2027613	83.13	0.03	0
163966	hCG37410.3	0.17	0.34	1
163968	hCG2039183	0.62	2.69	1
163975	hCG1773692.2	0.67	3.33	1
163978	hCG1789093.2	0.44	0.95	1
163980	hCG1817032.1	1.83	0.09	0
163991	hCG23479.2	397.78	0.02	0
163993	hCG1651416.3	1.2	0.12	0
163994	hCG1811529.1	6.04	0.11	0
163998	hCG2036650.1	1.22	0.29	0
164001	hCG40432.2	10.23	0.03	0
164007	hCG1820708.2	2429.31	0.04	0
164008	hCG1641900.2	10.36	0.04	0
164015	hCG20400.2	0.57	3.61	1
164016	hCG1811846.1	3.19	0.07	0
164020	hCG2042180	0.49	0.6	0
164029	hCG17627.3	0.29	1.72	1
164038	hCG1811990.1	0.41	0.66	0
164041	hCG1743714.2	1162.47	0.02	0
164042	hCG21725.3	17.95	0.03	0
164053	hCG1811507.2	0.48	13.26	1
164054	hCG19532.4	0.89	2.33	1
164064	hCG1981146	6.25	0.05	0
164069	hCG15234.3	8.73	0.04	0
164074	hCG27061.3	0.72	1.26	1
164075	hCG2008714	2.47	0.22	0
164076	hCG27838.2	0.22	0.93	1
164081	hCG2010549	5.07	0.27	0
164082	hCG24997.3	0.89	0.78	0
164088	hCG23972.3	28.63	0.03	0
164097	hCG1641756.3	0.44	5.15	1
164104	hCG18150.3	0.74	0.35	0
164110	hCG2036921	0.31	2.53	1
164115	hCG31856.4	0.64	0.39	0
164116	hCG1778365.2	3.06	0.39	0
164123	hCG1991919	0.76	0.33	0
164133	hCG24010.3	0.45	1.12	1
164152	hCG1780756.2	8.26	0.05	0
164167	hCG2040365	203.65	0.02	0
164172	hCG1643117.3	13.33	2.95	278531
164174	hCG1648015.3	6.31	0.1	0
164177	hCG18750.2	0.42	2.32	1
164180	hCG1774304.1	12.52	0.06	0
164181	hCG1807781.1	1.84	0.17	0
164182	hCG40072.5	1.1	0.17	0
164190	hCG23654.3	0.48	0.84	0
164195	hCG1999524.1	1.85	0.28	0
164202	hCG23445.2	0.2	5.38	1
164213	hCG1643458.2	0.81	0.21	0
164224	hCG2039384	21.14	0.03	0
164225	hCG20265.3	2.32	4.49	1
164226	hCG40018.2	1.26	0.9	0
164230	hCG41235.2	0.52	0.42	0
164232	hCG1996174	2.17	0.11	0
164237	hCG1808298.1	0.24	0.55	1
164240	hCG2041633	0.54	1.88	1
164243	hCG18055.3	0.2	1.5	1
164250	hCG2003843	1.36	2.7	1
164265	hCG22886.3	3.21	0.79	0
164267	hCG1641281.4	13.32	0.04	0
164270	hCG28727.3	0.19	0.66	0
164271	hCG2023614	538.19	0.04	0
164272	hCG1807133.1	0.72	2.33	1
164277	hCG37391.3	0.62	0.74	0
164278	hCG1746149.4	2.09	0.11	0
164286	hCG30379.3	17.67	0.04	0
164291	hCG23689.2	2.05	0.89	0
164292	hCG21216.3	3.88	0.11	0
164302	hCG1817523.2	11.12	0.04	0
164309	hCG2040234	6.11	0.07	0
164313	hCG18688.3	27.87	0.03	0
164326	hCG19130.2	1.54	0.38	0
164328	hCG33270.2	1.93	0.17	0
164334	hCG24597.3	0.47	0.88	0
164335	hCG36766.3	13.37	0.03	0
164337	hCG1737141.1	3.56	0.18	0
164341	hCG21397.3	0.44	1.19	1
164343	hCG2005335	1.28	0.43	0
164356	hCG25271.2	0.56	0.65	0
164357	hCG29392.3	16.15	0.04	0
164358	hCG31465.3	1.81	0.17	0
164378	hCG2040667	0.59	0.93	0
164384	hCG30396.4	1.11	0.43	0
164385	hCG1775393.1	1.22	0.49	0
164386	hCG18232.3	3.2	0.05	0
164401	hCG40101.3	2.75	0.16	0
164404	hCG22576.2	0.57	0.67	0
164408	hCG1732248.2	0.74	2.74	1
164416	hCG1995673	0.49	0.24	0
164423	hCG2042343	0.41	8.03	1
164432	AF088032.1	171.98	0.04	0
164435	hCG42426.2	0.61	0.62	0
164436	hCG2028912	3343.89	0.03	0
164448	hCG40446.4	0.55	0.95	1
164449	hCG18823.2	5.21	0.07	0
164455	hCG19589.2	1.93	0.28	0
164457	hCG2020139.1	10.09	0.08	0
164460	hCG1812169.1	2.6	0.15	0
164468	hCG25925.3	14.1	0.02	0
164469	hCG1983648	1.29	0.17	0
164471	hCG2043074	0.51	2.66	1
164476	hCG2037011	1.7	0.38	0
164477	hCG1739154.1	0.99	0.97	0
164480	hCG1991560	0.51	0.48	0
164482	hCG1759132.2	0.26	0.99	1
164486	hCG1778022.2	0.46	1.06	1
164487	hCG1787962.1	59.17	0.05	0
164497	hCG15208.3	6.94	0.17	0
164503	hCG39767.2	17.67	0.04	0
164505	hCG2036926	0.22	1.06	1
164510	hCG31914.2	12.26	0.02	0
164511	BX647680.1	8.76	0.03	0
164513	hCG1725394.2	0.63	1.41	1
164523	hCG1783641.1	0.23	0.64	1
164526	hCG32371.2	2.13	0.07	0
164529	hCG16967.3	47.91	0.02	0
164530	hCG2002065.1	2.2	0.19	64
164531	hCG41527.4	0.53	4.81	1
164545	hCG27989.2	0.34	0.73	1
164555	hCG1795924.1	1.4	0.44	0
164558	hCG1818308.2	2.02	0.16	0
164561	hCG30892.1	3.38	0.06	0
164563	hCG2033416	27.52	0.03	0
164565	hCG1987119	0.47	1.84	1
164566	hCG22593.3	36.94	0.06	0
164568	hCG20686.3	2.05	0.16	0
164569	hCG36845.3	0.69	1.24	1
164570	hCG37358.3	0.5	1.6	1
164574	hCG2036527	0.71	0.36	0
164576	hCG2039874	1.09	1.7	1
164577	hCG2042088	14.04	0.07	0
164582	hCG1811416.1	0.41	3.59	1
164587	hCG1737122.3	20.68	0.05	0
164589	hCG19670.3	0.48	3.03	1
164599	hCG2016754.1	2.07	7.03	1
164604	hCG20735.3	1.92	0.2	0
164607	hCG39631.3	0.46	1.6	1
164610	hCG2041920	0.68	0.84	0
164611	hCG26771.3	9.81	0.04	0
164622	hCG1815500.1	0.56	0.38	0
164627	hCG2042160	0.45	1.07	1
164634	hCG38034.4	0.72	1.79	1
164636	hCG1775671.1	0.86	0.53	0
164637	hCG14816.3	1.01	1.05	1
164640	hCG1787166.1	1.49	1.82	1
164643	hCG1781181.1	0.7	0.58	0
164651	hCG2016360.1	32.54	0.04	0
164668	hCG32799.4	0.42	1.9	1
164670	hCG2040157	0.47	1.57	1
164685	hCG96673.3	0.7	0.64	0
164692	hCG1731413.2	0.35	3.88	1
164694	hCG1640127.4	137.48	0.04	0
164696	hCG1781046.1	0.59	0.61	0
164701	hCG15353.3	4.53	0.04	0
164703	hCG2036824	0.26	1.7	1
164707	hCG1647602.1	0.54	0.72	0
164714	hCG18906.3	1.02	0.59	0
164716	hCG22132.2	0.36	0.46	0
164721	hCG21054.3	0.3	1.1	1
164725	hCG1685968.2	0.72	0.56	1
164731	hCG2002401	1.48	0.47	0
164732	hCG39895.2	0.4	0.52	0
164733	hCG27364.2	1.01	0.53	0
164735	hCG1640169.4	29.37	0.1	0
164746	hCG43351.3	2.21	2.05	1
164750	hCG1778765.2	2.38	0.26	0
164756	hCG29307.3	4.65	0.09	0
164765	hCG2030515	0.48	1.39	1
164771	hCG1986631	0.18	0.9	1
164773	hCG16923.2	2.33	2.4	1
164776	hCG2036723.1	0.28	1.7	1
164779	hCG29838.3	0.14	0.73	1
164780	hCG1733747.2	0.31	0.88	1
164784	hCG1994718	439.93	0.02	0
164787	hCG1777970.2	1.08	0.55	0
164803	hCG1784347.2	13.83	0.06	0
164817	hCG16262.3	15.97	0.04	0
164821	hCG24396.3	19.04	0.03	0
164822	hCG1640966.2	78.34	0.04	0
164828	hCG21673.3	131.44	0.05	0
164834	hCG2039504	0.15	53.84	1
164835	hCG38804.4	10.5	0.07	0
164837	hCG23769.3	0.45	0.57	0
164838	hCG2027547	0.71	0.16	0
164839	hCG1803572.2	4.35	1.53	1
164845	hCG1641133.3	0.58	0.4	0
164847	hCG22570.4	0.84	0.52	0
164849	hCG15188.2	6.24	0.09	0
164853	hCG1808598.2	0.41	2.03	1
164857	hCG1812757.2	24.7	0.03	0
164860	hCG93862.2	0.98	0.18	0
164864	hCG33028.3	1.6	0.36	0
164871	hCG2005097	143.85	0.05	0
164875	hCG2003601	0.46	1.03	1
164884	hCG401163.3	0.65	2.72	1
164886	hCG21231.2	4.97	0.26	0
164887	hCG37762.3	1.41	0.22	0
164896	hCG1652025.1	0.96	0.58	0
164901	hCG2019855.1	3.31	0.12	0
164911	hCG1811995.3	3.73	0.14	0
164912	hCG26500.3	0.4	1.12	1
164913	hCG2041846	0.44	2.17	1
164917	hCG41724.3	0.83	2.81	1
164920	hCG1980890	10.49	0.05	0
164922	hCG38847.2	120.75	0.03	0
164925	hCG1656651.4	1.61	0.14	0
164927	hCG2000370.1	1086.2	0.04	0
164929	hCG40744.3	0.86	0.9	0
164935	hCG401256.2	1.39	0.14	0
164940	hCG1647005.1	0.57	4.2	1
164951	hCG1994013	0.42	0.93	0
164956	hCG2041038	0.5	1.15	1
164958	hCG37282.3	0.51	7.34	1
164961	hCG1777635.2	875.48	0.04	0
164963	hCG1776836.3	0.95	1.14	1
164973	hCG1993592	0.52	0.99	0
164977	hCG1817378.1	1.12	0.38	0
164984	hCG2005031.2	0.41	6.04	1
164991	hCG2039701	0.31	0.86	1
164996	hCG2041981	1.12	6.43	1
165002	hCG18488.3	6.84	0.09	0
165005	hCG17473.3	40.56	0.04	0
165013	hCG1723797.2	0.27	1.09	1
165022	hCG38238.4	0.66	1.19	1
165031	hCG2040898	0.78	3.68	1
165034	hCG1739048.1	0.59	19.25	1
165038	AL049239.1	3.29	18.25	1
165039	hCG1813820.1	1.65	1.8	1
165048	hCG2036516	17.16	0.04	0
165055	hCG23118.2	0.21	4.58	1
165056	hCG18641.3	4.2	0.13	0
165057	hCG1810895.2	1.57	0.96	0
165061	hCG29357.3	6.95	0.05	0
165064	hCG25186.3	77.28	0.02	0
165071	hCG1646871.3	15.25	0.02	0
165073	hCG41031.3	25.17	0.02	0
165076	hCG38456.3	67.63	0.03	0
165100	hCG1776338.2	1.06	0.24	0
165101	hCG2041101	0.73	0.7	0
165119	hCG2022628	0.2	2.71	1
165122	hCG2040007	0.64	0.32	0
165124	hCG1997137	882.87	0.04	0
165126	hCG1642475.5	0.27	1.02	1
165129	hCG23772.3	0.21	1.92	1
165131	hCG18494.3	0.89	0.5	0
165148	hCG31360.3	0.66	0.33	0
165150	hCG1818172.1	1.58	5.64	1
165153	hCG1777811.1	3.23	0.23	0
165155	hCG32821.3	0.26	0.95	0
165161	hCG1686394.2	0.15	1.69	1
165164	hCG1648047.2	0.31	2.42	1
165166	hCG15068.3	0.68	1.25	1
165171	hCG1810825.2	2.32	23.56	1
165173	hCG41602.3	0.62	0.73	0
165174	hCG2041673	0.19	1.56	1
165177	hCG25458.3	2.75	0.09	0
165183	hCG2039151	0.31	0.46	1
165191	hCG2041806	4.79	0.04	0
165198	hCG28131.2	1.82	0.22	0
165200	hCG27329.3	0.84	2.17	1
165204	hCG1643053.3	0.51	0.62	0
165215	hCG31746.3	1.63	45.36	1
165219	hCG2036572	1.13	63.86	1
165227	hCG41965.2	0.34	5.49	1
165230	hCG2036575	2.34	0.17	0
165232	hCG2025068	1.58	15.2	1
165236	hCG1992733	6.06	0.05	0
165243	hCG25646.3	0.2	7.66	1
165253	hCG30508.3	20.77	0.04	0
165257	hCG1811713.1	0.56	0.61	0
165263	hCG2039696	2.75	0.22	0
165268	hCG1786951.1	0.12	1.09	1
165269	hCG1657980.4	0.37	0.48	0
165279	hCG38525.4	1.79	0.8	0
165280	hCG1776038.2	1.63	0.26	0
165281	hCG2039115	35.81	0.04	0
165286	hCG27036.3	54.31	0.03	0
165289	hCG1723753.1	0.68	1.57	1
165294	hCG33699.4	40.21	0.03	0
165296	hCG1820820.2	3.99	0.05	0
165297	hCG1647889.4	1.07	0.78	0
165302	hCG23101.4	35.38	0.02	0
165307	hCG1815255.1	0.5	2.75	1
165313	hCG1817946.1	1.14	3.07	1
165327	hCG1778981.2	3.67	0.07	0
165331	hCG1786873.2	0.44	1.83	1
165334	hCG1647537.2	1.11	3	1
165337	hCG37325.2	0.43	0.53	0
165338	hCG2001475	159.29	0.02	0
165343	hCG2007969	13.35	0.04	0
165344	hCG20021.3	3.07	0.2	0
165346	hCG1817630.1	76.01	0.03	0
165347	hCG1730418.4	4.26	0.11	0
165348	hCG20856.3	16.91	0.06	0
165349	hCG1640093.2	1.14	0.25	0
165355	hCG1817276.1	0.55	0.51	0
165359	hCG41902.2	0.8	1.07	1
165360	hCG20220.3	0.31	2.78	1
165362	hCG23707.3	1.2	1.11	1
165369	hCG16872.3	0.91	0.15	0
165370	hCG1640304.3	0.91	0.7	0
165376	hCG2021297	1510.35	0.04	0
165379	hCG30606.2	5.14	0.15	0
165381	hCG25147.3	0.18	0.28	131073
165384	hCG1820473.1	1.82	0.07	0
165395	hCG20411.3	0.92	0.53	0
165396	hCG1818436.1	1.21	0.35	0
165397	hCG2022562	30.87	0.04	0
165400	hCG1820622.1	0.65	29.16	1
165404	hCG41916.4	33.9	0.04	0
165409	hCG15250.2	0.9	0.52	0
165411	hCG19655.3	7.08	0.09	0
165414	hCG40369.2	1.65	0.09	0
165415	hCG2000770	447.45	0.02	0
165421	hCG24487.2	2151.39	0.03	0
165425	hCG2027746	25.87	0.05	0
165430	hCG24378.2	16.97	0.02	0
165434	hCG1773689.2	3.8	0.85	0
165435	hCG1729955.1	0.82	0.27	0
165436	hCG1646078.4	1.19	0.14	0
165438	hCG1821866.1	4.34	0.09	0
165440	hCG20383.3	0.17	8.05	1
165441	hCG1644557.2	0.57	5.75	1
165448	hCG1643858.2	0.44	0.63	1
165456	hCG1733674.1	4.04	0.05	0
165457	hCG1817897.1	0.47	0.78	0
165464	hCG27245.2	8.03	0.16	0
165469	hCG1644640.4	0.62	0.79	0
165471	hCG23331.3	1.05	0.21	0
165472	hCG32295.2	1.71	0.2	0
165480	hCG1765608.2	0.22	0.75	1
165482	hCG27267.2	2.84	0.09	0
165493	hCG2036907.1	1.84	0.37	0
165497	hCG2014112.1	0.86	2.35	1
165502	hCG37782.3	13.25	0.05	0
165506	hCG2040032	0.6	11.58	1
165511	hCG40752.3	112.74	0.02	0
165512	hCG1787598.2	0.56	1.12	1
165515	hCG2002676	0.59	0.29	0
165531	hCG27184.2	36.18	0.02	0
165534	hCG40016.3	1.1	6.25	1
165536	hCG1821231.1	0.15	0.42	1
165541	hCG39636.4	0.51	0.67	0
165546	hCG1818540.1	0.19	0.62	1
165552	hCG37720.2	0.26	1.3	1
165557	hCG2002789.2	0.58	0.81	0
165565	hCG1745083.1	1111.42	0.03	0
165568	hCG2039711	4.81	0.13	0
165573	hCG29660.3	51.22	0.04	0
165579	hCG1803640.2	25.96	0.04	0
165585	hCG17857.4	32.22	0.04	0
165587	hCG1789470.2	168.25	0.02	0
165590	hCG2036502.2	0.81	0.67	0
165594	hCG25007.4	32.31	0.04	0
165595	hCG1640173.4	3207.82	0.04	0
165607	hCG16301.2	0.38	1.43	1
165608	hCG1820725.2	28.54	0.03	0
165611	hCG2042874	0.72	2.78	1
165620	hCG21018.3	0.29	26.22	1
165625	hCG2041509	0.59	0.67	1
165626	hCG37360.3	60.21	0.04	0
165631	hCG2041122	1.61	0.55	0
165632	hCG17666.2	1.8	0.19	0
165636	hCG36834.3	0.9	3.76	1
165643	hCG39507.4	10.07	0.05	0
165647	hCG2041545	3.3	0.15	0
165653	hCG1811070.3	38.42	0.03	0
165654	hCG1774218.3	3.9	0.12	0
165658	hCG40907.3	22.74	0.02	0
165668	hCG24394.3	1.47	0.4	0
165678	hCG1993083	0.79	1.81	1
165679	hCG1644630.3	0.63	0.19	0
165684	hCG17995.2	0.26	0.59	0
165703	hCG2040741	0.17	1.05	1
165720	hCG17953.3	3.9	0.19	0
165727	hCG2041929	0.5	1.16	1
165731	hCG2041524	0.67	12.18	1
165735	M63438.1	1.97	0.08	0
165736	hCG1980528.1	1.42	0.39	0
165738	hCG29124.2	9.26	0.05	0
165746	hCG2033459	1.13	0.14	0
165748	hCG1784632.2	1.63	0.37	0
165750	hCG2026013	10.72	0.05	0
165754	hCG1640225.5	1.12	0.42	0
165755	hCG2036535	0.42	1.18	1
165769	hCG1818073.1	8.6	0.11	0
165770	hCG1814523.1	0.14	0.2	131073
165776	hCG2027610	22.19	0.03	0
165777	hCG2039531.1	3.94	1.77	1
165779	hCG18322.3	0.2	0.47	1
165786	hCG16571.2	10.27	0.03	0
165787	hCG21330.2	1.24	3.12	1
165789	hCG1647600.3	6.71	0.13	0
165792	hCG2024613	5.82	0.05	0
165796	hCG24201.3	121.53	0.04	0
165806	hCG2039549.1	0.53	0.59	0
165816	hCG1644263.4	13.21	0.04	0
165817	hCG27207.2	0.47	1.25	1
165819	hCG2041832	0.75	0.77	0
165820	hCG1795812.2	0.15	1.35	1
165823	hCG2040929	0.34	1.32	1
165824	hCG32838.3	0.59	1.41	1
165825	hCG19962.3	15.92	0.05	0
165826	R26_hCT1957778	10.11	0.05	64
165836	hCG17718.2	1.15	0.68	0
165838	hCG36906.3	0.42	1.81	1
165842	hCG19515.3	0.33	0.72	0
165843	hCG38754.3	1.45	0.4	0
165844	hCG1779365.1	2.89	0.23	0
165847	hCG1820767.1	0.49	5.43	1
165852	hCG92386.3	12.11	0.06	0
165861	hCG1817504.1	0.63	0.48	0
165862	hCG38206.3	0.31	1.81	1
165865	hCG32865.3	0.67	0.4	0
165866	hCG21979.3	0.4	0.99	0
165870	hCG21814.2	0.49	15.98	1
165881	hCG2041531	0.41	12.76	1
165885	hCG29992.4	351.25	0.04	0
165886	hCG23497.3	263.34	0.03	0
165894	hCG2015662	0.6	1.18	1
165901	hCG1640895.3	1.25	0.45	0
165908	hCG1743181.1	0.68	1.05	1
165911	hCG24798.3	0.88	17.59	1
165913	hCG2040369	6.81	0.11	0
165917	hCG2041183	2.19	0.2	0
165922	hCG21263.3	239.01	0.04	0
165933	hCG1995697.1	38.13	0.04	0
165944	hCG21093.3	0.46	1.32	1
165945	hCG2041425	0.27	1.32	1
165949	hCG1775824.3	0.14	12.47	1
165950	hCG31461.3	2.19	0.14	0
165955	hCG15194.3	0.46	0.75	0
165958	hCG1644579.3	0.23	1.65	1
165963	hCG39887.3	32.03	0.02	0
165965	hCG1812643.1	0.14	0.24	131073
165973	hCG43709.4	0.8	0.3	0
165976	hCG24961.2	48.17	0.04	0
165979	hCG30267.3	0.35	3.21	1
165983	hCG18955.3	12.35	0.05	0
165987	hCG31583.2	2.57	0.17	0
165993	hCG1981007	6.83	0.1	0
165995	hCG1777928.2	2.53	0.65	0
165998	hCG20858.3	0.55	3.88	1
166010	hCG1993358	3.01	0.12	0
166017	hCG23633.3	0.89	1.77	1
166020	hCG23652.3	0.34	0.42	0
166030	hCG26910.3	62.94	0.05	0
166034	hCG38063.2	0.45	3.29	1
166043	hCG2039702	14.04	0.04	0
166044	hCG1820852.1	1.19	0.15	0
166046	hCG1776318.2	11.81	0.04	0
166048	hCG18408.3	4.36	0.42	0
166050	hCG20958.2	0.25	1.33	1
166052	hCG20706.3	7.57	0.15	0
166056	hCG15718.2	17.11	0.04	0
166058	hCG2012498	509.53	0.03	0
166062	hCG96602.2	0.41	1.36	1
166068	hCG25781.3	5.72	0.13	0
166071	hCG20454.2	0.31	1.11	1
166079	hCG1776737.2	1.62	0.28	0
166085	hCG1771519.2	0.15	18.6	1
166086	hCG1993095.1	0.76	19.03	1
166101	hCG43756.2	0.26	13	1
166102	hCG1730963.1	66.79	0.02	0
166108	hCG17002.2	95.4	0.02	0
166111	hCG1640042.3	1.5	0.59	0
166116	hCG2039825	0.55	2.74	1
166122	hCG2021349	0.51	1.63	1
166132	hCG50188.3	2.49	0.15	0
166136	hCG41224.3	3.48	0.24	0
166137	hCG33937.3	1.18	1.62	1
166145	hCG17564.3	6.5	0.08	0
166163	hCG26010.3	0.17	2.1	1
166166	hCG22207.2	0.2	0.72	1
166170	hCG1775424.2	5.99	0.09	0
166173	hCG1778935.1	36.36	0.03	0
166176	hCG2040626	0.67	0.28	0
166185	hCG1643844.2	1.63	25	1
166190	hCG1811886.1	0.52	0.36	0
166191	hCG36736.4	3.37	0.22	0
166193	hCG1813384.1	0.19	1.18	1
166195	hCG23073.2	1.45	3.56	1
166196	hCG1803660.2	0.5	0.35	0
166197	hCG1785521.1	0.42	1.24	1
166201	hCG37705.4	0.42	7.36	1
166204	hCG27832.3	3.45	0.14	0
166205	hCG1811301.1	4.92	0.8	0
166210	hCG2040405	1.03	0.27	0
166212	hCG2043402	1.46	0.25	0
166213	hCG1639804.2	0.62	0.35	0
166215	NM_181721.1	0.41	0.53	1
166216	hCG1788208.2	19.38	0.04	0
166226	hCG40570.2	35.55	0.03	0
166230	hCG2040622	0.42	1.48	1
166233	hCG1775409.1	0.47	1.94	1
166234	hCG1814809.2	1.57	6.33	1
166239	hCG2010983	0.23	0.73	0
166246	hCG40849.2	6.88	0.06	0
166248	hCG15093.2	1.57	4.12	1
166256	hCG22231.2	82.52	0.03	0
166260	hCG1800664.3	0.44	5.18	1
166261	hCG1811197.2	0.42	0.54	0
166266	hCG2040239	0.33	2.51	1
166267	hCG1805306.2	0.67	0.65	0
166271	hCG2015191.1	48.28	0.07	0
166277	hCG20461.3	3.11	0.21	0
166278	hCG17373.3	9.59	0.04	0
166285	hCG2039640	0.33	0.48	0
166293	hCG17553.2	0.27	1.6	1
166297	hCG1811143.4	8.47	0.03	0
166305	hCG16304.4	87	0.04	0
166306	hCG18239.2	8.55	0.08	0
166313	hCG30307.3	0.65	2.49	1
166314	hCG2016595.1	2.84	2.2	1
166315	hCG1660240.2	23.69	0.03	0
166339	hCG95500.3	29.62	0.03	0
166341	hCG1723782.2	0.67	1.66	1
166344	hCG2041239	0.21	0.6	0
166345	hCG2015515	20.71	0.02	0
166353	hCG2041858	0.48	2.26	1
166363	hCG2041989	4.28	0.15	0
166370	hCG2042881	0.52	0.59	1
166377	hCG1641200.4	10.11	0.05	0
166383	hCG37437.3	0.54	1.08	1
166386	hCG22161.3	0.32	3.7	1
166387	hCG16607.2	8.9	0.05	0
166388	hCG38829.3	0.88	0.73	64
166389	hCG1643747.4	54.25	0.04	0
166394	hCG1639764.3	8.74	0.07	64
166395	hCG32068.2	45.72	0.02	0
166396	hCG1642608.3	0.64	0.23	0
166399	hCG2014914	36.08	0.04	0
166400	hCG39703.3	0.57	33.77	1
166402	hCG2010889	0.85	36.68	1
166404	hCG1811043.3	1.1	1.8	1
166406	hCG1791876.1	66.62	0.03	0
166408	hCG1781301.3	1.74	1.17	1
166412	hCG22235.2	23.48	0.04	0
166415	hCG1733963.2	0.21	0.4	1
166418	hCG1817642.1	0.8	0.48	0
166428	hCG41582.3	27.74	0.03	0
166429	hCG1987383	0.33	0.75	0
166432	hCG2039672	0.62	0.61	0
166442	hCG2040693	0.77	0.48	0
166456	hCG40837.3	1.58	0.29	0
166466	hCG20066.2	0.35	1	1
166470	hCG1996291	17.12	0.04	0
166471	hCG1640823.2	0.65	0.74	0
166474	hCG36893.3	35.14	0.04	0
166478	hCG28111.3	0.89	0.43	0
166481	hCG96444.4	0.4	0.52	1
166489	hCG2008913	3.44	0.04	0
166492	hCG1782999.1	4.28	0.15	64
166495	hCG1817456.1	0.2	0.48	1
166502	hCG1996483	865.71	0.03	0
166505	hCG38170.2	0.27	2.34	1
166514	hCG41092.2	4.83	0.05	0
166515	hCG43837.3	7.92	0.04	0
166519	NM_020990.2	22.01	0.04	0
166527	hCG19583.2	49.64	0.03	0
166535	hCG2030581	56.66	0.04	0
166536	hCG1650838.4	14.91	0.02	0
166541	hCG1805634.1	0.87	1.73	1
166544	hCG25183.3	8.66	0.12	0
166549	hCG16050.3	43.57	0.04	0
166551	hCG1795011.2	0.45	0.43	1
166553	hCG2041404	0.32	0.69	0
166558	hCG1811755.1	0.16	4.07	1
166559	hCG23282.2	4.32	0.36	0
166561	hCG41518.3	31.16	0.04	0
166562	hCG20617.3	0.57	0.99	1
166567	hCG1990002	36.16	0.04	0
166572	hCG1642177.3	0.47	1.32	1
166580	hCG25953.2	10.76	0.05	0
166581	hCG16210.3	0.25	0.73	1
166583	hCG2009487	3582.54	0.04	0
166587	hCG22732.3	0.53	0.73	0
166592	hCG39980.2	1.25	14.59	1
166596	hCG1646860.3	6.75	0.06	0
166599	hCG2040169.1	574.82	0.03	0
166635	hCG19607.4	0.29	15.75	1
166638	hCG22078.2	0.7	1.61	1
166639	hCG1645109.2	0.67	0.21	0
166648	hCG1816303.1	0.7	11.29	1
166650	hCG16294.2	4.48	0.14	0
166651	hCG23537.3	5.11	1.39	1
166660	hCG1811632.2	0.49	0.34	0
166663	hCG32909.3	1.35	0.18	0
166665	hCG1655759.2	0.58	0.38	0
166671	hCG1818475.1	0.8	0.6	0
166681	hCG27570.3	8.45	0.07	0
166683	hCG29153.2	6.86	0.07	0
166684	hCG1811697.1	1.1	0.58	0
166688	hCG1774452.3	95.93	0.03	0
166695	hCG42423.2	0.82	1.62	1
166712	hCG24439.3	8.99	0.04	0
166713	hCG1648225.3	0.45	0.36	0
